text,episode,season,name
"WILL: I know I broke my oath. And I know I’m a deserter. I should have gone back to the Wall and warned them. But I saw what I saw. I saw the White Walkers. People need to know. If you can get word to my family, tell them I’m no coward. Tell them I’m sorry.",1,1,Winter is Coming
"[NED nods yes, and WILL is positioned on the tree limb that serves as a block. NED draws ice from a scabbard held by Theon.]",1,1,Winter is Coming
"WILL (whispering): Forgive me, lord.",1,1,Winter is Coming
[NED bows his head over ICE.],1,1,Winter is Coming
"NED: In the name of Robert of the House Baratheon, first of his name …",1,1,Winter is Coming
JON (to BRAN): Don’t look away.,1,1,Winter is Coming
NED: King of the Andals and the First Men …,1,1,Winter is Coming
JON: Father will know if you do.,1,1,Winter is Coming
"NED: Lord of the Seven Kingdoms and protector of the realm, I, Eddard of the House Stark, Lord of Winterfell and Warden of the North, sentence you to die. ",1,1,Winter is Coming
[NED swings ICE and beheads WILL. BRAN does not look away.],1,1,Winter is Coming
JON: You did well.,1,1,Winter is Coming
[He walks away. ROBB turns and puts his arm around BRAN and they go to their horses together. NED approaches BRAN.],1,1,Winter is Coming
NED: You understand why I did it?,1,1,Winter is Coming
BRAN: Jon said he was a deserter.,1,1,Winter is Coming
NED: But do you understand why I had to kill him?,1,1,Winter is Coming
BRAN: Our way is the old way?,1,1,Winter is Coming
NED: The man who passes the sentence should swing the sword.,1,1,Winter is Coming
BRAN: Is it true he saw the White Walkers?,1,1,Winter is Coming
NED: The White Walkers have been gone for thousands of years. ,1,1,Winter is Coming
BRAN: So he was lying?,1,1,Winter is Coming
NED: A madman sees what he sees.,1,1,Winter is Coming
[Scene shifts to a dead stag’s head. The Winterfell men gather on the bridge They see a ravaged deer before them.],1,1,Winter is Coming
JON: What is it?,1,1,Winter is Coming
THEON: Mountain lion?,1,1,Winter is Coming
NED: There are no mountain lions in these woods.,1,1,Winter is Coming
"[With swords out, they begin to search. NED finds a dead direwolf with antlers through her throat. Her pups are whimpering around her.]",1,1,Winter is Coming
THEON: It’s a freak.,1,1,Winter is Coming
NED: It’s a direwolf.,1,1,Winter is Coming
[NED and CASSEL glance at each other.],1,1,Winter is Coming
NED: Tough old beast.,1,1,Winter is Coming
[He pulls out the antlers.],1,1,Winter is Coming
ROBB: There are no direwolves south of the Wall.,1,1,Winter is Coming
JON: Now there are five.,1,1,Winter is Coming
[Jon picks up a pup and offers it to BRAN.],1,1,Winter is Coming
JON: You want to hold it?,1,1,Winter is Coming
BRAN: Where will they go? Their mother’s dead.,1,1,Winter is Coming
CASSEL: They don’t belong down here.,1,1,Winter is Coming
NED: Better a quick death. They won’t last without their mother.,1,1,Winter is Coming
THEON: Right. Give it here.,1,1,Winter is Coming
BRAN: NO!,1,1,Winter is Coming
ROBB (disgustedly to THEON): Put away your blade.,1,1,Winter is Coming
"THEON: I take orders from your father, not you.",1,1,Winter is Coming
"BRAN: Please, father!",1,1,Winter is Coming
"NED: I’m sorry, Bran. ",1,1,Winter is Coming
JON: Lord Stark? There are five pups. One for each of the Stark children. The direwolf is the sigil of your House. They were meant to have them.,1,1,Winter is Coming
"[Everyone looks at NED, BRAN with great hope.]",1,1,Winter is Coming
"NED: You will train them yourselves. You will feed them yourselves. And if they die, you will bury them yourselves.",1,1,Winter is Coming
[BRAN cradles his pup as JON hands more pups to ROBB.],1,1,Winter is Coming
BRAN (to JON): What about you?,1,1,Winter is Coming
JON: I’m not a Stark. Get on.,1,1,Winter is Coming
"[JON walks away, pauses, and hears another whimper.]",1,1,Winter is Coming
ROBB: What is it?,1,1,Winter is Coming
[JON pulls up a white wolf pup.],1,1,Winter is Coming
"THEON: The runt of the litter. That one’s yours, Snow.",1,1,Winter is Coming
"[Scene shifts to bells ringing at Kings Landing. In front of the Iron Throne, surrounded by druidical looking celebrants, lies the body of JON ARRYN. Up in the balcony, CERSEI watches the scene below as JAIME approaches.]",1,1,Winter is Coming
"JAIME: As your brother, I feel it’s my duty to warn you: You worry too much. It’s starting to show.",1,1,Winter is Coming
"CERSEI: And you never worry about anything. When we were seven, you jumped off the cliffs as Casterly Rock. One hundred foot drop into the water. And you were never afraid.",1,1,Winter is Coming
"JAIME: There was nothing to be afraid of until you told father. [In a whisper, mimicking] We’re Lannisters. Lannisters don’t act like fools.",1,1,Winter is Coming
CERSEI: What if Jon Arryn told someone?,1,1,Winter is Coming
JAIME: But who would he tell?,1,1,Winter is Coming
CERSEI: My husband.,1,1,Winter is Coming
"JAIME: If he told the king, both our heads would be skewered on the city gates by now. Whatever Jon Arryn knew or didn’t know, it died with him. And Robert will choose a new Hand of the king, someone to do his job while he’s off f*cking boars and hunting whores. Or is it the other way around? And life will go on.",1,1,Winter is Coming
CERSEI: You should be the Hand of the king.,1,1,Winter is Coming
"JAIME: That’s an honor I can do without. Their days are too long, their lives are too short.",1,1,Winter is Coming
[Scene shifts to a raven approaching Winterfell. CATELYN crosses a busy courtyard and finds NED in the godswood.],1,1,Winter is Coming
CATELYN: All these years and I still feel like an outsider when I come here.,1,1,Winter is Coming
NED: You have five northern children. You’re not an outsider.,1,1,Winter is Coming
CATELYN: I wonder if the old gods agree.,1,1,Winter is Coming
NED: It’s your gods with all the rules.,1,1,Winter is Coming
"CATELYN: I am so sorry, my love.",1,1,Winter is Coming
NED: Tell me.,1,1,Winter is Coming
CATELYN: There was a raven from Kings Landing. Jon Arryn is dead. A fever took him. I know he was like a father to you.,1,1,Winter is Coming
NED: Your sister. The boy …,1,1,Winter is Coming
CATELYN: They both have their health. Gods be good. [pause] The raven brought more news. The king rides for Winterfell. With the queen and all the rest of them.,1,1,Winter is Coming
"NED: He’s coming this far North, there’s only one thing he’s after.",1,1,Winter is Coming
"CATELYN: You can always say no, Ned.",1,1,Winter is Coming
[Scene shifts to the Winterfell great hall where a great banquet is being prepared.],1,1,Winter is Coming
CATELYN: We need plenty of candles for Lord Tyrion’s chamber. I’m told he reads all night.,1,1,Winter is Coming
MAESTER LUWIN: I’m told he drinks all night.,1,1,Winter is Coming
CATELYN: How much could he possibly drink? A man of his … stature.,1,1,Winter is Coming
LUWIN: We’ve brought up eight barrels of ale from the cellar. Perhaps we’ll find out.,1,1,Winter is Coming
"CATELYN: In any case, candles.",1,1,Winter is Coming
"[Scene shifts to Robb, Theon, and Jon getting barbered.]",1,1,Winter is Coming
JON: Why’s your mother so dead-set on us getting pretty for the king?,1,1,Winter is Coming
"THEON: It’s for the queen, I bet. I hear she’s [sleek as a mink?]",1,1,Winter is Coming
ROBB: I hear the prince is a right royal prick.,1,1,Winter is Coming
THEON: Think of all those southern girls he gets to stab with his right royal prick.,1,1,Winter is Coming
"ROBB: Go on, Tommy, shave him good. He’s never met a girl he likes better than his own hair.",1,1,Winter is Coming
"[Scene shifts to the royal procession approaching Winterfell. Bran sees them from his perch high atop a castle wall and clambers nimbly down to tell everyone. CATELYN and LUWIN walk to the courtyard, passing BRAN’s wolf pup.]",1,1,Winter is Coming
"CATELYN: Gods, but they grow fast. [Seeing BRAN on the wall] Brandon!",1,1,Winter is Coming
BRAN: I saw the king! He’s got hundreds of people!,1,1,Winter is Coming
CATELYN: How many times have I told you: No climbing!,1,1,Winter is Coming
BRAN: But he’s coming right now! Down our road!,1,1,Winter is Coming
CATELYN: I want you to promise me: No more climbing.,1,1,Winter is Coming
BRAN (looking down): I promise.,1,1,Winter is Coming
CATELYN: D’you know what?,1,1,Winter is Coming
BRAN: What?,1,1,Winter is Coming
CATELYN: You always look at your feet before you lie. Run and find your father. Tell him the king is close.,1,1,Winter is Coming
"[BRAN runs off, followed by his wolf pup.]",1,1,Winter is Coming
"[Scene shifts to grand entry of the king’s horses and men. ARYA, wearing a helm and cloak, pushes her way into a tall wagon for a better look. In rides JOFFREY, followed by the HOUND. The other Starks wait in a greeting line.]",1,1,Winter is Coming
"CATELYN: Where’s Arya? Sansa, where’s your sister?",1,1,Winter is Coming
[More riders with banners. ARYA scoots past her parents to get in the receiving line.],1,1,Winter is Coming
"NED: Hey,, hey, hey, hey. What are you doing with that on? [Pulls off ARYA’s helm]",1,1,Winter is Coming
ARYA (pushing BRAN): Move!,1,1,Winter is Coming
"[JOFFREY rides up, SANSA smiles at him, ROBB glares at JOFFREY. The HOUND pulls up his helm. The coach carrying CERSEI lumbers in, followed by KING ROBERT. All kneel. ROBERT heaves himself off his horse. NED looks shocked at the sight of his old friend, now fat and red-faced. ROBERT signals for all to rise and looks at NED.]",1,1,Winter is Coming
NED: Your Grace.,1,1,Winter is Coming
ROBERT: You’ve got fat.,1,1,Winter is Coming
[NED gives ROBERT a “What about you?” look. They start laughing.],1,1,Winter is Coming
ROBERT: Cat!,1,1,Winter is Coming
CATELYN: Your Grace.,1,1,Winter is Coming
ROBERT: Nine years. Why haven’t I seen you? Where the hell have you been?,1,1,Winter is Coming
"NED: Guarding the North for you, Your Grace. Winterfell is yours.",1,1,Winter is Coming
[CERSEI and her other children descend from the coach.],1,1,Winter is Coming
ARYA: Where’s the Imp?,1,1,Winter is Coming
SANSA: Will you shut up?,1,1,Winter is Coming
"ROBERT: Who have we here? You must be Robb. (To Sansa) My, you’re a pretty one. (To Arya) Your name is?",1,1,Winter is Coming
ARYA: Arya.,1,1,Winter is Coming
ROBERT (to BRAN) Ooh. Show us your muscles. You’ll be a soldier.,1,1,Winter is Coming
[JAIME removes his helm.],1,1,Winter is Coming
ARYA: That’s Jaime Lannister. The queen’s twin brother.,1,1,Winter is Coming
SANSA: Would you please shut up.,1,1,Winter is Coming
[CERSEI approaches.],1,1,Winter is Coming
NED: My queen.,1,1,Winter is Coming
CATELYN: My queen.,1,1,Winter is Coming
ROBERT: Take me to your crypt. I want to pay my respects.,1,1,Winter is Coming
"CERSEI: We’ve been riding for a month, my love. Surely the dead can wait.",1,1,Winter is Coming
ROBERT: Ned.,1,1,Winter is Coming
ARYA: Where’s the Imp?,1,1,Winter is Coming
"[CERSEI, humiliated in front of all, walks back to JAIME.]",1,1,Winter is Coming
CERSEI: Where is our brother? Go find the little beast.,1,1,Winter is Coming
[Scene changes to the crypt.],1,1,Winter is Coming
NED: Tell me about Jon Arryn.,1,1,Winter is Coming
"ROBERT: One minute he was fine, and then … Burned right through him, whatever it was. I loved that man.",1,1,Winter is Coming
NED: We both did.,1,1,Winter is Coming
"ROBERT: He never had to teach you much, but me … You remember me at 16? All I wanted to do was crack skulls and f*ck girls. He showed me what was what.",1,1,Winter is Coming
NED: Aye.,1,1,Winter is Coming
"ROBERT: Don’t look at me like that. Not his fault I didn’t listen. (They laugh. ROBERT sighs.) I need you, Ned. Down at Kings Landing. Not up here, where you’re no damn use to anybody. Lord Eddard Stark, I would name you the Hand of the king.",1,1,Winter is Coming
[NED kneels.],1,1,Winter is Coming
NED: I’m not worthy of the honor.,1,1,Winter is Coming
"ROBERT: I’m not trying to honor you. I’m trying to get you to run my kingdom while I eat, drink, and whore my way to an early grave. Damn it, Ned, stand up. You helped me win the Iron Throne, now help me keep the damn thing. We were meant to rule together. If your sister had lived, we would have been bound by blood. Well, it’s not too late. I have a son, you have a daughter. We’ll join our Houses.",1,1,Winter is Coming
"[Scene changes to JAIME in the Winterfell settlement. We see Tyrion inside a whorehouse, swilling liquor and laughing as a woman pops into view after servicing him.]",1,1,Winter is Coming
TYRION: Mmh. It is true what they say about the Northern girls. ,1,1,Winter is Coming
ROS: Did you hear the king’s in Winterfell?,1,1,Winter is Coming
TYRION: I did hear something about that.,1,1,Winter is Coming
ROS: And the queen. And her twin brother. They say that he is the most handsome man in the Seven Kingdoms.,1,1,Winter is Coming
TYRION: And the other brother?,1,1,Winter is Coming
ROS: The queen has two brothers?,1,1,Winter is Coming
TYRION: There’s the pretty one. And there’s the clever one.,1,1,Winter is Coming
ROS: I hear they call him the Imp.,1,1,Winter is Coming
TYRION: I hear he hates that nickname.,1,1,Winter is Coming
ROS: Oh? I hear he’s more than earned it. I hear he’s a drunken little lecher into all manner of perversions.,1,1,Winter is Coming
TYRION: Clever girl.,1,1,Winter is Coming
"ROS: We’ve been expecting you, Lord Tyrion.",1,1,Winter is Coming
TYRION: Have you?,1,1,Winter is Coming
TYRION: The gods gave me one blessing.,1,1,Winter is Coming
[She climbs on TYRION. JAIME walks in without knocking.] ,1,1,Winter is Coming
JAIME: Don’t get up.,1,1,Winter is Coming
ROS: M’lord.,1,1,Winter is Coming
"TYRION: Should I explain to you the meaning of a closed door in a whorehouse, brother?",1,1,Winter is Coming
"JAIME: You’ve much to teach me, no doubt. But our sister craves your attention.",1,1,Winter is Coming
"TYRION: She has odd cravings, our sister.",1,1,Winter is Coming
"JAIME: A family trait. Now, the Starks are feasting us at sundown. Don’t leave me alone with these people.",1,1,Winter is Coming
"TYRION: I’m sorry, I’ve begun the feast a bit early. And this is the first of many courses. ",1,1,Winter is Coming
"JAIME: I thought you might say that. But since we’re short on time, (he opens the door; a bevy of whores enter and descend on TYRION) Come on, girls. See you at sundown.",1,1,Winter is Coming
[JAIME leaves.],1,1,Winter is Coming
TYRION: Close the door!,1,1,Winter is Coming
"[Scene changes to the Winterfell crypt, at Lyanna’s tomb. Robert places a feather in the hand of her statue.]",1,1,Winter is Coming
ROBERT: Did you have to bury her in a place like this? She should be on a hill somewhere with the sun and the clouds above her.,1,1,Winter is Coming
NED: She was my sister. This is where she belongs.,1,1,Winter is Coming
ROBERT: She belonged with me.,1,1,Winter is Coming
[He touches Lyanna’s face.],1,1,Winter is Coming
"ROBERT: In my dreams, I kill him every night.",1,1,Winter is Coming
"NED: It’s done, Your Grace. The Targaryens are gone.",1,1,Winter is Coming
ROBERT: Not all of them.,1,1,Winter is Coming
"[Scene shifts to Daenerys on a balcony in Pentos, across the Narrow Sea.]",1,1,Winter is Coming
VISERYS (off camera): Daenerys!,1,1,Winter is Coming
[He enters a large chamber.],1,1,Winter is Coming
VISERYS: Daenerys! There’s our bride to be! Look – a gift from Illyrio. Touch it. Come on. Feel the fabric. Mmmm. Isn’t he a gracious host? ,1,1,Winter is Coming
DAENERYS: We’ve been his guests for over a year and he’s never asked us for anything.,1,1,Winter is Coming
"VISERYS: Illyrio is no fool. He knows I won’t forget my friends when I come into my throne. You still slouch. Let me see. (He pulls off her gown.) You have a woman’s body now. (She endures it as he strokes her breast.) I need you to be perfect today. Can you do that for me? You don’t want to wake the dragon, do you?",1,1,Winter is Coming
DAENERYS: No.,1,1,Winter is Coming
[VISERYS nods and starts to leave the chamber. He turns.],1,1,Winter is Coming
"VISERYS: When they write the history of my reign, sweet sister, they will say it began today. ",1,1,Winter is Coming
[Daenerys turns and steps into a steaming hot bath with a despairing look on her face.],1,1,Winter is Coming
"MAID: It’s too hot, my lady.",1,1,Winter is Coming
"ad=document.getElementById(""chitika-ads-1""),ad.getBoundingClientRect().width?adWidth=ad.getBoundingClientRect().width:adWidth=ad.offsetWidth,function(){if(void 0===window.CHITIKA&&(window.CHITIKA={units:[]}),adWidth>=550)var t={publisher:""andjoh"",width:550,height:250,sid:""In-Post"",color_site_link:""E7CE64"",color_text:""ffffff"",color_bg:""000033"",color_button:""E7CE64"",color_button_text:""000033""};else var t={publisher:""andjoh"",width:300,height:250,sid:""In-Post"",color_site_link:""E7CE64"",color_text:""ffffff"",color_bg:""000033"",color_button:""E7CE64"",color_button_text:""000033""};var i=window.CHITIKA.units.length;window.CHITIKA.units.push(t),document.write('<div id=""chitikaAdBlock-'+i+'""></div>');var e=document.createElement(""script"");e.type=""text/javascript"",e.src=""//cdn.chitika.net/getads.js"";try{document.getElementsByTagName(""head"")[0].appendChild(e)}catch(o){document.write(e.outerHTML)}}();",1,1,Winter is Coming
"[But DAENERYS keeps stepping deeper. The scene shifts to ILLYRIOS, DAENERYS, AND VISERYS outside the mansion, awaiting Khal Drogo.]",1,1,Winter is Coming
VISERYS: Where is he?,1,1,Winter is Coming
ILLYRIO: The Dothraki are not known for their punctuality. ,1,1,Winter is Coming
[A host of Dothraki come riding up. Khal Drogo wheels his stallion into the front.],1,1,Winter is Coming
"ILLYRIO: (Greets them in Dothraki.) May I present my honored guests? Viserys of House Targaryen, the third of his name. The rightful King of the Andals and the First Men. And his sister, Daenerys, of the House Targaryen.",1,1,Winter is Coming
"VISERYS (to DAENERYS) Do you see how long his hair is? When Dothraki are defeated in combat, they cut off their braid so the whole world can see their shame. Khal Drogo has never been defeated. He’s a savage, of course, but he’s one of the finest killers alive. And you will be his queen.",1,1,Winter is Coming
"ILLYRIO: Come forward, my dear.",1,1,Winter is Coming
"[KHAL DROGO watches as DAENERYS walks toward him. She does not hesitate and looks straight at him, although there is fear on her face. KHAL DROGO gazes at her and then leads his horsemen on a charge away.]",1,1,Winter is Coming
VISERYS: Where’s he going?,1,1,Winter is Coming
ILLYRIO: The ceremony is over.,1,1,Winter is Coming
VISERYS: But he didn’t say anything. Did he like her?,1,1,Winter is Coming
"ILLYRIO: Trust me, Your Grace. If he didn’t like her, we’d know.",1,1,Winter is Coming
"[The scene shifts to ILLYRIO, VISERYS, AND DAENERYS ON A GARDEN BALCONY OVERLOOKING THE SEA.]",1,1,Winter is Coming
ILLYRIO: It won’t be long now. Soon you will cross the Narrow Sea and take back your father’s throne. The people drink secret toasts to your health. They cry out for their true king.,1,1,Winter is Coming
VISERYS: When will they be married?,1,1,Winter is Coming
ILLYRIO: Soon. The Dothraki never stay still for long.,1,1,Winter is Coming
VISERYS: Is it true they lie with their horses?,1,1,Winter is Coming
ILLYRIO: I wouldn’t ask Khal Drogo.,1,1,Winter is Coming
VISERYS: Do you take me for a fool?,1,1,Winter is Coming
ILLYRIO: I take you for a king. Kings lack the caution of common men. My apologies if I’ve given offense.,1,1,Winter is Coming
VISERYS: I know how to play a man like Drogo. I give him a queen and he gives me an army.,1,1,Winter is Coming
DAENERYS (pleadingly) I don’t want to be his queen. I want to go home.,1,1,Winter is Coming
"VISERYS: So do I. I want us both to go home. But they took it from us. So tell me, sweet sister, how do we go home? ",1,1,Winter is Coming
DAENERYS: I don’t know.,1,1,Winter is Coming
"VISERYS: We go home with an army. With Khal Drogo’s army. I would let his whole tribe f*ck you, all 40,000 men and their horses too, if that’s what it took.",1,1,Winter is Coming
"[He gives DAENERYS a brotherly kiss on the forehead and walks away. The scene shifts to a bedroom in Winterfell, where CATELYN is fixing SANSA’S hair.]",1,1,Winter is Coming
SANSA: Do you think Joffrey will like me? What if he thinks I’m ugly?,1,1,Winter is Coming
CATELYN: Then he is the stupidest prince that ever lived.,1,1,Winter is Coming
SANSA: He’s so handsome.,1,1,Winter is Coming
[CATELYN rolls her eyes.],1,1,Winter is Coming
SANSA: When would we be married? Soon or do we have to wait?,1,1,Winter is Coming
CATELYN: Hush now. Your father hasn’t even said yes.,1,1,Winter is Coming
SANSA: Why would he say no? He’d be the second most powerful man in the kingdoms.,1,1,Winter is Coming
CATELYN: He’d have to leave home. He’d have to leave me. And so would you.,1,1,Winter is Coming
SANSA: You left your home to come here. And I’d be queen someday. Please make father say yes. ,1,1,Winter is Coming
CATELYN: Sansa…,1,1,Winter is Coming
"SANSA: Please, please. It’s the only thing I ever wanted.",1,1,Winter is Coming
"[Scene shifts to the Winterfell banquet. Laughter, music, KING ROBERT getting bawdy with a wench. CATELYN and CERSEI watch, CATELYN embarrassed for CERSEI, who looks disgusted. Out in the courtyard, JON takes out his frustration on a fencing dummy. His uncle BENJEN rides up.]",1,1,Winter is Coming
BENJEN: Is he dead yet?,1,1,Winter is Coming
JON: Uncle Benjen!,1,1,Winter is Coming
[They hug.],1,1,Winter is Coming
BENJEN: You got bigger. I rode all day. Didn’t want to leave you alone with the Lannisters. Why aren’t you at the feast?,1,1,Winter is Coming
JON: Lady Stark thought it might insult the royal family to seat a b*st*rd in their midst. ,1,1,Winter is Coming
"BENJEN: Well, you’re always welcome on the wall. No b*st*rd was ever refused a seat there.",1,1,Winter is Coming
JON: So take me with you when you go back. ,1,1,Winter is Coming
BENJEN: Jon…,1,1,Winter is Coming
"JON: Father will let me if you ask him, I know he will.",1,1,Winter is Coming
BENJEN: The Wall isn’t going anywhere.,1,1,Winter is Coming
JON: I’m ready to swear your oath.,1,1,Winter is Coming
BENJEN: You don’t understand what you’d be giving up. We have no families. None of us will ever father sons.,1,1,Winter is Coming
JON: I don’t care about that.,1,1,Winter is Coming
"BENJEN: You might, if you knew what it meant. … I’d better get inside. Rescue your father from his guests. We’ll talk later.",1,1,Winter is Coming
[BENJEN goes to the banquet.],1,1,Winter is Coming
TYRION: Your uncle’s in the Night’s Watch.,1,1,Winter is Coming
JON: What’re you doing back there?,1,1,Winter is Coming
TYRION (drinking): Preparing for a night with your family. I’ve always wanted to see the Wall.,1,1,Winter is Coming
JON: You’re Tyrion Lannister. The queen’s brother?,1,1,Winter is Coming
"TYRION: My greatest accomplishment. You – you’re Ned Stark’s b*st*rd, aren’t you?",1,1,Winter is Coming
[JON looks angry and turns away.],1,1,Winter is Coming
"TYRION: Did I offend you? Sorry. You are the b*st*rd, though.",1,1,Winter is Coming
JON: Lord Eddard Stark is my father.,1,1,Winter is Coming
"TYRION: And Lady Stark is not your mother. Making you a b*st*rd. Let me give you some advice, b*st*rd. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.",1,1,Winter is Coming
JON: What the hell do you know about being a b*st*rd?,1,1,Winter is Coming
TYRION: All dwarves are bastards in their fathers’ eyes.,1,1,Winter is Coming
[TYRION departs. JON picks up his sword and attacks the dummy with new ferocity.],1,1,Winter is Coming
"[The scene shifts back to the banquet, in full raucous swing. NED is off to himself; BENJEN comes up to him.]",1,1,Winter is Coming
BENJEN: You at a feast -- It’s like a bear in a trap. ,1,1,Winter is Coming
NED: The boy I beheaded. Did you know him?,1,1,Winter is Coming
"BENJEN: Of course I did. Just a lad. But he was tough, Ned. A true Ranger.",1,1,Winter is Coming
NED: He was talking madness. Said the Walkers slaughtered his friends.,1,1,Winter is Coming
BENJEN: The two he was with are still missing.,1,1,Winter is Coming
NED: A wildling ambush.,1,1,Winter is Coming
BENJEN: Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,1,1,Winter is Coming
NED: Winter is coming.,1,1,Winter is Coming
[ROBB approaches.],1,1,Winter is Coming
ROBB: Uncle Benjen.,1,1,Winter is Coming
BENJEN: Robb boy. How are ye?,1,1,Winter is Coming
ROBB: I’m good.,1,1,Winter is Coming
[KING ROBERT gets even more bawdy with a wench.],1,1,Winter is Coming
"CATELYN (in desperation) Is this your first time in the North, Your Grace?",1,1,Winter is Coming
CERSEI: Yes. Lovely country.,1,1,Winter is Coming
[They observe SANSA.],1,1,Winter is Coming
"CATELYN: I’m sure it’s very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",1,1,Winter is Coming
[SANSA approaches and smiles shyly at CERSEI.],1,1,Winter is Coming
